class,News
1,jew lawyer doctor say nigga ran lolnop say shit like queer though
1,dude tri fuck ya bitch behind ya back tell aint good ya happend
1,omiexo one singl bone bodi give fuck next bitch think
1,hayleyi think girlfriend get lock shed first one rapedpussyr bitchreal swerv
1,laurenman dumb ass bitch next time
1,peopl even get crush im like total bitch
1,look benz bitch ive shit
1,cool stori bitch pass blunt bitch
1,girl stress ion even hoe shit say lol
1,queen latifah onli dyke id contempl fuck rnswait
1,lol love littl bitch
1,u want cig ur lovey gf wont go get potato guilt trip citi lil bitch
1,whi lie nigguh
1,bitch im win
1,amp defiant let bitch fw nigga alreadi get best fuccin wit handmedown amp shit
1,amp bitch bound get hurt caus lot nigga play
1,amp fuck bitch
1,amp ion bitch yeah understood dont need explain
1,amp sister realli go fucken deni yet spray room febreez like realli bitch whi go deni
1,amp bitch ask whi jean sag cuz tryna hold bandz
1,ampamp hoe
1,ampamp tha bitch start hate wen bitch lost
1,ampamp hoe round open leg like walmart door
1,gtmfw rachet ass hoe drop scriptur religi stuff social media
1,gtlt rt metal monkey ball
1,joke asid im goin thru niggah heart hurt smh
1,hoe loyal
1,know believ caus pussi mee dont fuck mani niggah dont fuck ani niggah
1,annni say fuck niggah soo weak cant tell freak aint lookin love
1,august alsina deserv niggah
1,babi moanin got zonenn want bitch next pussi like ecstasi
1,babyy moaaaanin got zonenn want bitch next pussi like ecstasi
1,beat pussi till red like roster fuck get moovin like hoova
1,bitch caught bodi week ago fuck us get tweekin hoe run niggah get
1,broke tf outta niggah stop playen defens
1,caus hoe aint loyal niggah aint either go callin hitta aint
1,club solo deep fuck valet caus park street lordddd know cant trust hoe
1,dont ask im feel caus aint bitch dont got tf im sad fuck feel
1,elza jone whipppppppen drift last night lol tu niggah
1,entertain flirtin ass niggah want gon yo niggah friend ass
1,freshman year senior year realli niggah start brother year ago today crazi
1,fuccccck niggah cali swag rip jayar
1,fuck right pussi
1,fuck first night dont make hoe
1,get head twitter niggah bracken ima babi momma killa yo bitch get
1,got niggah salti meeeee caus yo dream bitch main slide
1,happi birthday main niggah right minut dream bein rich
1,hate femal got mental niggah
1,ever sex ina cherri red vet witha fat trap niggah keep pussi sooo wet
1,hoe mind fuck hoe time fattrel
1,aint trippen caus like anyway got niggah got girl anyway yea anyway
1,aint trippen mo done drop knock 4ow could neva foo hoe put
1,dont like niggah like yo bitch na ill check idc mine
1,fw niggah everyday neva chang alway niggah thru shit niggah
1,guess niggah believ ya proof ya name lot thing ani man wont ya
1,hate guesss tri talk mee ass bitch
1,feel like mouthpiec cold ill give lesson everi niggah ever got turn low cost hmu
1,know know know street fuck strong bitch gon fuck becaus money
1,rather jack fuck hoe tbh shit bore give wife
1,realli dont give fuck onc start got hoe fuck bitch shit im delet yo
1,still dont got time bitch actin iffi
1,thinkkk shee know maaaa otheeeeeeeer bitch
1,told niggah maya angelo die niggah gon ask red ninja turtl wtf
1,took bitch set yo bitch get around set dick bitch set yo
1,never date femal anoth niggah name lol wtf
1,wonder femal ever sit around think bout yall hoe unfaith yall realli
1,wouldnt bring girl around nobodi leo onli niggah know wouldnt mess ani
1,im hard kill im countin cake finest bitch take makeup still look like finalist
1,im gon ever niggah hit like everi pictur get whoever want period
1,im niggah show public babbbbbbyyyy lol
1,id rather sit hous day jack bust mission liter onli chill bitch
1,idk whi niggah give femal head throw condom lmaooo niggah alreadi ate whole std
1,ever put trust ina bitch ill alway hurt
1,yo new niggah cant dress better even close look better dnt tri make
1,get yo girl took dont mad niggah mad caus dont owe loyalti doe
1,ima kill pussi straight murder shit ima eat eat eat lick till slap aye
1,ima pull eat pussi dip
1,ima real young niggah witha muhhfuckin attitud walk im yo spot would think niggah mad
1,ima young rich niggah tryna fuck niggah bitch ex rat naybahood fuckin bitch
1,indiana niggah tell muhhfuckin grammar swear got hoe like im santa
1,jodi niggah got boo pregnant niggah cant take respons
1,want nobodi els textinginboxingkikingdmingsnapchattingemail yo girl niggah
1,old lil proton feel bitch gon feel niggah wont kill
1,lem find didnt answer call caus otp niggah
1,leo apolonio look niggah drive bike
1,look ex profil struggl weak ass niggah god good
1,niggah alsina doin thang
1,make niggah buy ring ya finger jimmi ya feet jean back lingeri
1,mann hoe get nothin dick instruct mee fucccccckn said
1,mannnnn wake yall bitch ass blood
1,charger got fuck finna wrap cord tf around phone bitch finna charg today cuhz
1,babi mama trippen bitch shoot
1,nah aint hoe niggah bitch niggah rich niggah shit niggah getchu chip niggah
1,niggah said girl limit thirsti niggah stay inbox bitch look like kunta kint
1,niggah stay thinkin want girl nevvvvva niggah
1,feelin hoe aint main thang niggah thang niggah gangbang
1,g like stop controllin im like bitch fuck thought like niggah fuck mean
1,ok texa bitch keep textin callin cryin stressin bout anoth bitch alleg
1,twitter say ridin niggah whi realli fuck pull trigger
1,rip deshawn dont know know darkskin niggah hood name deshawn get shot tonight
1,ran good game royal niggah
1,said aint neva love bitcccccch bitch steadi lovin ayeee
1,see got ta get money palm itchin niggah gossip like hoe bitch
1,shawti wan na tell secret rap niggah tell bitch attract hold
1,drippen vanillaaaaa know im pussi killaaaa
1,herd dope boy herd gold digger know real bitch fuck like real niggah
1,love talk crazi suck niggah dick whole lotta spit let drip yea catch
1,mad like min got hit right back lol care niggah
1,somebodi come look niggah right kevin hart voic lol
1,someon let know whi drake cold favorit rapper niggah hard
1,south central niggah realli dont lovin hoe hoe dont lovin niggah
1,fb profil checker thing fake mf ad bitch yesterday top fuck fr
1,one niggah grab aux cord start playen weak ass music
1,hoe finna like owiee trey august chris brown babi time lmfaooooooo hoe aint loyal
1,niggah bitch call momma tell come getemm either shoot shoot whoever
1,niggah yanni like hangin niggah mid sentenc
1,runnin 2k fade niggah tyreon leo kod lmfaoo
1,waaaaittt niggah holllllup niggah come town start wifen old slut
1,wake im bless steaight kush stress thankin god success bitch say im best
1,bestf shyanna pen main niggah ronni jackson iii movi bound pick homi
1,yall complain thirst trap fr model dress like ass stfu dont make hoe wtf
1,yall like sayin money dont buy happi name niggah sit lambo cri
1,deserv x august alsina im dedic old side hoe
1,gottttta mad madddd niggah sayin name mustv got madddddd niggah
1,messin broke niggah gon broke niggah
1,niggah actin like hoe sale
1,tall tree ass femal talkin bout catch feel bitch need catch touchdown
1,come pussi fuck friend hostel iii realli watch right
1,caus aint rt aint eem watchin award yet whi hoe hatin kim k
1,everi bitch got fat ass rns
1,view gon instagram pictur titl whilebrac yaself nig
1,drown ur pussi swam 2ur easili eloqu messag sent xbox live
1,look oomf rt doe pretend bitch realli work nah
1,bow yes bitchmast bitch
1,doe backflip thissssssss rt nigga switch opinion like faggot
1,gigant rt big faggot rt chubb bout earl
1,nicola cage unrol dusti secret scroll say jame madison whini littl bitch
1,sing kill pussi die eye open
1,teacher call pussi senior skip day
1,bitch breath could
1,karat rt karrenchi still bird ass bitch
1,live lol wrong bitch man
1,loud jamaican horn rt whi u still singl rt oddess yall find ugliest hoe attract
1,make wise argument acceler warholian notion celebr era vine pass teen mock old wrinkl ball
1,pop pussi singl
1,pregnant crazi bitch wus answer look
1,put peoplebitch face
1,scroll fb hoe say need man cuddl cold bitch nobodi wan na touch ratchet ass
1,rt joe budden make peopl delet twitter account lmfao hes pussi tho block
1,rt mani hoe realli
1,requir soundcloud link tumblr bitch might let play parti
1,feel bad women continu flock dark thug talk big talk simpl mind hoe
1,bitch catch feel damn time
1,lol nah hoe dealt yall
1,doe nobodi sell orang flavor color bubblegum fuckin problem giant fuck im go 6pack
1,tweet tabletbal bitch
1,im goin back school onli hoe class two
1,show obama call whitish yall motherfuck would cri racist like lil bitch blackish
1,amber rose rock bald head bald pussi motherfuck
1,realli doe talk like buck nigger
1,wow impeach look use vocab workshop word guess onli half wrong dumb cunt
1,hey race bait fbi inform bitch punk ass speak justic
1,love obama unrequit howev obama clear putin bitch
1,putin push land china complet revamp arm forc fuck retard stay countri
1,babi momma bitch wife like pac u need thug ya life
1,good girl worth hoe
1,day bitch
1,game 2k im finish new book john grisham cold hoe
1,thang know bitch come n go keep em bussi
1,time lone hoe watch scandal run
1,vader sith jedi duh vader also whini bitch yoda motherfuck yoda micdrop
1,im drunk walk let drive got bitch night parti dont start til drug arriv load
1,day til christma bitch
1,mile dead zone radius around phillygotta go ny dc rt tri state need better bitch
1,100s 50s 20s yea like money order bad asian bitch yea look like kemora
1,mil rt caus romo bitch ass dez amp witten eat
1,like block bitch dont start block us ferguson
1,shi bitch homosexu
1,twitter ever get pussydick
1,year old pussi tast like hope
1,yr scrap might get life prison murderin nort nigga el pollo loco stori rd
1,im killin hoe
1,1st game fall 7s finna kill hoe
1,1wayhustl come get sign bitch self paid
1,face bitch
1,hoe everyth
1,thang bitch cant say im broke n ha period late
1,year start street put fag funnyguy
1,know wtf bitch
1,senior chill fuck year senior basic ass bitch
1,20k tweet hoe id like thank support fan tweet come
1,bitch bitch hella chillin also thank toler friend
1,24rozayidgt mad cuz twan fuck bitch
1,flappi bird suck dick lick ball swag
1,2pac real af temptat exact nigga get money bitch
1,2fine4cheapwinecom use email address chat line bitch hittin
1,2k coach retard would put point guard tho
1,millionair walk whi trip bitch paid fight lmao
1,year today fuck retard fell love whi stupid wish coldheart neverlovingsomeoneagain dontneedanyon
1,bitch fuck wid
1,bitch hot done took flight
1,dont like hoe
1,fat hoe ina caddilac u tell jus lost dey luxuri car ride virginityho happi lmao
1,stack heel bitch feet car seat still smellin like key tell plug im lookin increas
1,min bitch drop
1,know ya bitch
1,4th rt beat pussi like snitch serv time state correct facil year
1,5s ugli thot bitch shoe
1,5sos like come hang us u fug oh side hoe left thnx
1,5thharmoni user follow unfollow prude ass hoe
1,pound never fail make cri im bitch relat
1,year later bitch still didnt learn lesson lol rememb first major nude leak generat
1,need hurri chilli bitch
1,girl u went hs look horribl dont wan na believ itim bout piss facebook hoe
1,percent yo bitch percent scrap
1,nigga goofi act like bitch
1,truli talent peopl ive come across retard profession aw untal peopl point polit
1,problem bitch aint
1,problem bitch aint one
1,well suck kobe hes still filthi hate u want dont respect ur retard
1,tho bitch want includ fuckin bald bruh
1,chick gorgeous fine pussi stink
1,person signific hoe cheat
1,bitch use whiper
1,happen get pussi pussi twitter seem like clear cut choic hahahaha
1,bitch gross fuck touchin saggi titti
1,could fuck bowl graham cracker cereal
1,noth like wait till last game season peddl shit websit heeb
1,fug loos hoe
1,nippl bitch fuck told sit seat yo dumbass come say whi sit bitch vote5so
1,warwick3 fag
1,bitch bitch
1,fuc pussi nasti
1,whip mommi belt arrest black woman real nigger yet got want death
1,aint real nigger oh bad real nigga prais sonsof satan realnigg qualitati im hate
1,wonder run nose first yo real nigger amp white devil massah ani man point anoth convinc u less
1,cri lost pussi emot sissi get amp front hoe simpl mind amp point brotha like
1,bitch need tan
1,williard fishyass old ratchet hoe bruh
1,rodi yu ah hoe
1,littl bitch ass get tase get home
1,haha still littl bitch though
1,bc shes cunt hoe bag
1,lmao excus bitchi soundcloud
1,go cunt somewher els
1,stfu hoe fuck answer befor smack shit outta faggot aunt
1,glad im still tri figur emoticon damn motorola give bitch finger
1,trash im kickin yo ass
1,bitch far fuck us got el gran pollo way serv us well graci
1,van iycmi cant get ani work done keep showin bitch
1,ima act like hit hoe pass like earlier
1,ryan fag rhyme gag
1,fuck tonyyou greasebal piec shit
1,u said hoe
1,gone die aint playin dawg bitch gone ruthless
1,push wall slowli take panti write alphabet ur tongu tight pussi
1,hussl bitch hoe dont surpris
1,hey dont alway go sometim three crazi bitch one suav mfer trick go
1,laugh hoe
1,beauti bride tell erica congrat rememb nig
1,lmao brutal nig cant get job lol
1,rocki sigh bitch im woman learn differ know im fat call scarf dumbass
1,mocha dr phil im troubl figur fat ass want eat drink bitch
1,brown30 clean entir fuck weight room look like tornado went bitchcmon franklin prob
1,mperez littl bitch proven wrong momsdemand gunsens
1,shut bitch
1,bruh im blanket like bitch right
1,man much damn giggl go offer tip shit lol think even heard bitch spit coupl time
1,two trash ass pass know damn well saw 2nd 3rd befor santo game
1,yeah cant lie tho spit cop car right bitch ass feel damn good
1,fuck pussi
1,23 doubl game bitch
1,bitch tryna take money g
1,whi talk almost 6am aint friend pussi
1,weve tri time go sit silenc cri like bitch sweat
1,realli bro retard even miss point greeneggsampham mean dont knock til ya tri
1,yeah tht bitch aint gay brah chill
1,34 rt barker10 snapchat got hack hoe explain
1,ive seen number bitch say thing loos pussi lol ok
1,imma bitch know leav alon
1,dont hoe hoe snapchat
1,zeke12 hell yeah got bokoo hoe fro
1,joe alqueda doesnt use cell phone internet wow teabagg stupid
1,casilla bitch wat
1,casilla haha shit niggah wish
1,casilla lol bitch riversid la ahah
1,casilla nah thought u bitch lol didnt know peter girl one lmao
1,casilla niggah lol beer befor went bar beer bar got 12pck way home lool
1,bitch u love
1,bihhh text bitch
1,bihhh im hoe like everi night tweet bullshit
1,bihhh lol caus hoe love
1,bihhh yall niggaz aint never listen slow shit bitch
1,bihhh lmaoooo hell naw bro havent seen hoe
1,bihhh lol bout say shit incom tax im tryna find bitch coupl week
1,klbj evil son bitch deserv everyth come
1,niiic nigga schinder pullin hoe
1,bad bitch wonder manner go
1,karma bitch
1,bitch stop fuck playin know wtf im talkin
1,niggah lie
1,seen pic nig rob store caption saidprotest gos fergerson lol dont like pig either wtf
1,hoe trash
1,trippin bitch
1,real rap fuck bitch lay day realli disrespect like bitch u couldnt feel throw come
1,like hoe gettin dick day tonight gettin
1,stop mean bitch
1,main bitch
1,hoe hous toni spot mf
1,woo said got workout pussi
1,dont call buddi cambron retard man smh rude
1,least agre whine like littl bitch becaus someon threw phone absolut hilari
1,haha say littl bitch let someon take phone real man wouldnt let happen littl bitch would
1,man pussi coward overpow easili took clear much less man
1,incess whine like worthless littl bitch funniest thing happen weekend man
1,yea alway look niceal monkey face women see around santa monica look better natur beauti dontbedumb
1,bet good pussi
1,dismiss bitch mood fucktard morn block
1,cop bitch slap wan na b st thug got tm got dead see dont slap cop r law
1,pye bitch would rather fuck poster damn cold
1,ali hoe
1,lol hoe number
1,anjel right come wait anoth month naaaa could pimpin hoe lol
1,iheinz201 stfu think ugli hard look get fuck chat faggot befor block oct 30th 1am
1,olvera prego bitch
1,olvera shut fuck hoe ass bitch fuck squirtin ass cunt hoe
1,would got dat new monopoli wit da cardsil hold n see hoe let nigga swipe credit
1,cri babi bitch
1,didnt call bitch saiddd bitch jeesh
1,spook shit
1,aint nobodi offend u fuckin peckerwood despis good white ungrat honkey
1,farid lmao side ho get real action anyway
1,principl ghetto elementari school doubt finger cross
1,dgk would faggot surviv tj
1,dont bitch power goe like last time
1,bitch foh
1,smdh anoth bitch
1,fuck u ugli ass bitch
1,nah u fag
1,spatula invit fag
1,class nig
1,nation yeah bitch aint shit tho
1,ohhbe bitch see bitch good luck
1,ohhbe bitch join fuck armi us around bitch like fuck rob go fuckin armi
1,tweetz lol na bitch like crazi good
1,bitch
1,cut bitch
1,bitch wit sammich
1,bitch got flameee
1,world see faggot jungl bunni fuck one got pregnant
1,note im dis bitch
1,aura bitch dont know wan na play basketbal look sexi bro
1,aura bro know cant comment stupid shit like thatbitch instagram heart attack plate
1,bruh bruh bitch aint loyal
1,wtf dmd bitch
1,jpg nah im forreal yall pussi smell like dri crusti fish gut
1,jpg nah bitch stank
1,fuck u bitch
1,24 rt hoe aint loyal
1,pussi ass schedul
1,go sleep faggot
1,one keep faggot
1,wait see fuck cunt ass mine
1,bitch add
1,daddi could die call mom bitch lmao
1,2reckless bruh go like bitch thoe lol final match
1,2reckless lmao omm see bitch tryna act like aint feel ahaha
1,2reckless lol match earli ic champion bitch realli would go ham
1,ppl piss basic say suffer tourch tht bitch
1,bitch though
1,come stop bitch caus im bout get
1,nigga pussi shit
1,caus sexi bitch
1,bitch
1,bitch moan tear
1,ohgtgtgtgtgt bald bitchltltltltltltlt
1,u cant talk without talk ur cunt mama im thru talk
1,rambo man shut yo bord ass want hoe cdfu stay fuckjng wid mann
1,dragon hes fuck trash
1,lmfaoooo fag shit man
1,dick pussi precious give ruin bullshit done
1,yupp finger throb pussi slowli cum ur face
1,thadcastl account incred retard
1,bishhhhhh waasup bitch
1,good dnt sucker sad mad bitch
1,follow vice lord dat rns listen nigga sinc magic almighti hoe
1,lt got hoe
1,mcc10ud meant toward dad gf shes bitch dude
1,stewart9 quit bein littl bitch b
1,hoe twerk heavi
1,fuck school bore ghetto
1,amen put bitch shame
1,hoe b4 brossmh
1,im otp bitch hold
1,get nigguh street
1,ndeymouth grindin cuzz shit dont stop wat good witcha thou bitch mia
1,ndeymouth alreadi know ima keep trillahappi bday lha bitch love yu nigga
1,right pussi
1,omfg elitist bitch one care think go fuck yourselv china anyway
1,glad brought kid home fuck face ucmj dont care taliban pussi realli
1,make weed legal pussi know smoke shit
1,wow white peopl cracker guess one u
1,moment silenc bitch chang name everyday
1,gon na shut shit bitch u get yo punk ass hoe ass nigga
1,oh realli word u wan na see bout dont wan na hear u gon na want see bitch
1,u lame bitch get fuck gay shit
1,dear daili mail misogynist pile twat
1,salon chuck full butthurt liber retard
1,bob nigga said woke bed fulla bitch aint een fuckin idc shit bout 10x harder
1,saiyan grandpa better comeback hes dead faggot go outsid let go littl ass dick minut
1,im tokyo get higher jet kill dog ass hoe send em vet produc
1,bitch gon na women
1,nigger lol thts offens lol xmas iit coupl drink fine ninja xmas lol
1,nigga think mick foley
1,dont want one new bitch morph super playa becaus see world
1,boat hoe
1,well look like ill buy two big bitch box busch na
1,niggah follow back
1,balboa lmfaoo yu stupid lha bitch know 10yr never hoeever
1,balboa yall thou yalll fuck glad bag trash
1,balboa tell boy hoe call
1,balboa yall fuck trash boyi gladbagflow
1,bitch mom didnt call
1,lmfaooo oh well fuck bitch
1,fatal bitch bruhhh
1,bad hes faggot
1,far asf nigguh
1,bruh wont happen cuz see big bitch befor strike
1,liam diego11 get volcano yet faggot
1,prolli got bomb pussi lol hope haha
1,gone eat bitch
1,holi fuck hell go epa overzeal cunt cant wait
1,send fuck muzzi home doj come get motherfuck
1,place pussi stach let pussi take ride
1,artal aye da fawk ginzo fawk queen fawk nassau
1,let record song bitch right nowb
1,lol retard
1,lmao bitch shut
1,bitch shout momz cali keep doin u loveit
1,onli one mari friend like bitch dont exist
1,bitch realli love mosa though mosagang
1,dat mean get fuck hoe thinkin
1,yall crazi white bitch want lay wit bowf
1,sure think women self hate therfor collect women bitch becom campaign men follow
1,yes whi protest sexism go right home beg guy beat pussi im lost time
1,bro hoe live
1,nice avi lil nigger
1,killin man lt conserv racist like nbp hate honki
1,angelo25 chill cuz youll regret bro hit hoe rn whi quit
1,blah peopl determin think condescend bitch loss
1,ha bitch im pickin beach babe left n right west coast
1,rollin coal bitch readi blow readi set go
1,ryann bitch got crew hype still got ass beat tonight brought us
1,562 alway eatin good wit niggah good lookin cd boy got heat bump banger
1,562 fosho niggah il real busi late
1,562 yeah niggah play good lowkey want brazil win
1,ur tour come kick ya nig mia
1,jacob joshua pick veri similar love faggot ruslan well 2accountsg
1,dreammn serious first convers status fb messag call fag lololol
1,fuck bitch
1,ur weird racist bitch
1,u eat inbr trailer trash
1,let hoe tell man
1,lesson dont pass befor like lil bitch
1,mastr lmao angela look like damn potato bitch keep talkin
1,awnser phone pussi
1,pull panti ur teeth write alphabet w ur tongu throb pussi
1,trip acid bitch
1,carl lmaooo naw nigga imma stay right mention hoe
1,carl nigga didnt changeyal hoe tryna shoot know yall cant shoot
1,carl wake ass hoe
1,fight shit say free lunch must game fuck caus color like rest
1,shit gon death hoesion like
1,lmaooo rooster hot trash bro u know
1,nicole get degre first bitch
1,ill say ya woman want couch plain sight outchea bitch simpl
1,describ new pussi like baltimor love thing bitch
1,bitch mess bos fault
1,know play hoe start tho
1,got hoe yet
1,least went wasnt bitch
1,im mexican enough real beaner yet mexican american beaner
1,got hoe damn
1,hell perk hoe bullshit
1,ugh tebow offici fag follow
1,loweri beat bitch seriouslywhat bitch
1,damn bitch never answer anymor lmao jk ili anyway glad first show safe go next one
1,younow fuck bitch shit load hate first broadcast
1,got ta see hoe person caus im sleep hoe
1,da fuck hoe look sad
1,lol still lil bitch
1,hoe women like center attent
1,nigga like fuckin roach let one hot dam infest crazi bitch dig yo ass
1,kid pussi got white trash kid amp thugnasti wan na
1,take queer ass dubstep
1,brandi pacer 70s amp member love hair dog came quadraphon stereo could say bitchlol
1,lmao u aint savag hoe everybodi
1,didnt spoil anyth amp watch nigger nig nog
1,rememb fat bitch steal kfc bucket amp haul ass
1,post bid tell nig use jab
1,waitwaitwait new one epson bitch lucki
1,ive decid bullsnat retard love
1,mortim live2014 calfe hooker alway complimentarywho want bitch
1,pussi
1,jus wan na let know okc trash ibaka aint shit yall aint goin nowher without harden
1,spur bitch team dont want problem
1,need ass whip whip mr hous nigger rememb u alway b nigger
1,bitch mind busi
1,oh mean like start cunt jp someth noth
1,utlr man look terrifi pictur beat treat like regular bitch
1,mfa dont wan na spend dime wit em prolli yell money bitch
1,realli miss know drink talk problem like basic bitch
1,waddup doe lil nicca
1,punk ass bitch bullstalk
1,wan na white nigga chillin mini cooper throwin money bitch
1,04 press start bitch
1,janacek07 504 fuck vers trip bitch stop assum shit
1,ever said dumb mom cop amp ill track lil bitch kay bye
1,nigga eat hoe lol
1,da realest bitch amber
1,jetson hoe ass nigga
1,sockin bitch mouf
1,ghetto ass pocahonta
1,bad bitch im log everybodi shit
1,wussup bitch
1,bitch im mad im finna throw bitch outsid
1,bitch u bs fck yah
1,dam bitch
1,wussup bitch
1,das new bae bitch bad naw lmao
1,bitch aint shit
1,cant bitch
1,bitch know stfu
1,lay w bitch
1,umm bitch hello aliv clear dobt
1,cole dont know know name somebodi colder monkey face immigr
1,kb elissa fake cunt
1,bihhh hoe sing
1,bihhh damn hoe came look mani hoe said shit jam shit
1,bihhh lmaooo want hoe suppos hold em
1,bihhh lmaooo nigga aint hoe think im win
1,bihhh lmaoooo beiber get hoe wet big bro im tryna tell
1,bihhh either bitch like put beyonc nigga aint gone hesit
1,bihhh whatev turn hoe zro aint gone get bitch wet
1,fuck takeoff nigga get bitch snap
1,lol hoe 5yr old
1,naw see hoe
1,wiz warrant like bitch
1,yea come back big rod someth hoe
1,nfn bitch much
1,im hollywood nig u brought twitter n bounc
1,young nigga turn mr catchmeifyoucanim da field nig wedaopp fukemwebal
1,real nigga tho bitch know place
1,weeknd dont save hoe b idunno bout drake
1,weeknd make muzik hoe b im tryna meet women talkin bout
1,say im stubborn son bitch
1,poe bitch im didnt follow hahaha
1,poe haha dont rememb follow ok get panni bunch cunt
1,damn want buy bitch shit tough
1,232 know bro nigga seen african play guard handl hoe
1,232 lebron brought bitch knee chill
1,232 hoe
1,bitch im come said make plan
1,bitch im talm bout like
1,bitch ion got attitud sorri hoe im shade rn
1,bitch either bye
1,bitch still subtweet repli though
1,oh bitch couldnt answer mine need paccag deliv hous fucc
1,omg bitch go sleep coincid huh
1,shes wear shirt bitch
1,self low black bitch
1,negro pleasei got job lmao
1,shoulda told yeah take home pussi lol
1,murda94 bitch bye cant get
1,murda94 bitch drunk nah
1,murda94 almost ya fuck birthday act right niglet
1,ho3 would bitch said yea never told stay
1,brought first allus shes hoe elisa
1,kgarcia text niggah
1,yes becaus want fat fat bitch wife
1,way delet tweet stanki bitch
1,bitch need guidanc
1,homee fag
1,bitch
1,becom retard
1,vegeta super hoe snack goni someth fierc dure buu saga wow
1,caus hes faggot
1,rose1 dunleavi cracker ass honki
1,fucc droppin song yu gon drop mixtap nicca
1,damn thot block ur fuzzi butt conservative9
1,makob ok billi goat hair hillbilli
1,makob said good bye dumb bitch snd said okwhat white devilsi noth vampir lover blood
1,motherfuckin bullshit slingin son whore disgrac vet ur crap go pussi land u belong
1,dont bitch
1,pussi ass nigga
1,dawson nicki hickman delet fake account stop bitch
1,right pussi
1,fug bitch john dump ur ratchet ass
1,ugli flat chest prude ass white bitch
1,guess make us black doubl nigger huh
1,naw u retard kinfolk lol
1,call sweet baboo ho
1,btw dont ever bring past hoe wit yo ol ladi took l hs tryna semi honest smh
1,whi hoe know dude hit kim hoe week
1,moe rememb play plaquemin amp kept call whole team gay amp lydia said ill turn hoe fwm
1,would dead upper cut bitch
1,maa mermaid sharkett pussi
1,nigga pussi smell like
1,cmon pussi
1,im bitch insomnia shit bed sinc midnight
1,someon sent month ago bitch
1,cee papi callmeshay lmaooo coley whammm add swerve bitch
1,cee bitch dat low blow
1,cee bitch dat yo sahara desert ass
1,cee bitch look white u
1,cee bitch kill yo self
1,cee bitch stop takin shit ooo hate u u dumb bitch
1,cee bitch watch tf u moos meat
1,cee didnt say thought u told delet delet bitch
1,cee fuck u u dumb ass bitch hoe
1,cee lol bitch u forcin glass water bitch u lil thirsti puss thang
1,cee bad bitch ayee
1,cee yes bitch realiz dat
1,damn son mayb didnt know ya piec tryna get pussi breh
1,nigga byeeeee lmfao ill dam fag stole girl
1,mlg im goin expect get slept faggot
1,hahaha thank bitch
1,thisti hoe
1,bitch phone gon na die serious got hot pocket
1,hoe
1,d23 damn bro ps4 trash lol
1,found u fuck cock hard love drip pussi
1,candy9 god wrote em think coon
1,candy9 hell idk pussi better golden
1,candy9 lmaoooo aye peopl person know lil rico got hoe hahaha
1,thought youd get hint know fake cunt delet fake account
1,hoe realli
1,guy think slang around bitch without offens appar
1,dont make draw like one franch bitch heffa
1,fashow caus load pussi get right
1,cuz peopl work bitch shit talker yeah dude need girl night
1,haha yes niggah yesterday night idk man hit night like around morn didnt go sleep till like
1,see bro pussi chang
1,yeah bitch hit get friend zone brodi
1,yeah right pussi
1,hes cheat wetback
1,call kidd pussi someth
1,couldnt find regular one faggot
1,like yo page want make da lovin white girl wit color man watchin pullin weeni
1,noslut cdfu bitch fri
1,make pussi make stupid internet threat child idk probabl deserv
1,shelbi go buy bitch
1,shown tini kitten dumb fuck cunt
1,plot twist faggot
1,brother tf negro
1,thedud readi make stat test bitch
1,peopl shit get shot like peopl hate dodg bullet karma bitch
1,workmann mane yall nicca crazi af wiz old shit got nicca bitin style n errthan
1,le3ggg 3g chatt nicca love doin dat brah
1,le3ggg lol hell ya dey think nicca der roadrunnin
1,6 bitch yu safe
1,view hacker level shoplift bitch slap lake held drown harsh yeah hate
1,arrog shit bet pull leas bitch
1,21 look ur avi u fag
1,41395 bitch denni
1,41395 bitch dont b hypocrit
1,41395 cuz gunna smoke u today u bitch tho
1,mrhoopa23 see gill green bitch ass didnt help get school either yall still tournament
1,palomino52 luu niggah though daniel lol
1,palomino52 poop see im go ghetto talk wtf
1,im finna dm pic bruh hoe funni
1,yall nicca spark
1,ryann guess dumb bitch need drink time place fuck someon haha
1,ryann lay bed bout pass gon na bitch
1,haha kiddin ya get fag come well go fishin shit
1,pull bulbasuar know im bout make yo girl pussi sore
1,bitch got blood dat hang la
1,fuck lil bitch prolli got ta lil dick
1,got ta keep bitch check
1,choke bread bitch
1,ya girl slimi ass hoe get control tell stop spray bullshit mouth day
1,hell na hes honki brah
1,wuz make general statement ive never call u bitch
1,know hoe aint right
1,xoxo ya cant becaus real account dumb bitch go wam fuck bitch
1,nigga grow ball concentr pussi
1,snuff id sell anyth peopl buy high prostitut think pussi sell
1,bitch ass nigga rico
1,awe boy shirt tight bitch avi polo man turnt wrestler fat ass lil boy
1,boy look like slave hoe
1,lmaoooo middl school knock pussi earring shirt french toast
1,problem rememb quirk real bitch
1,come hoe
1,perfect smoke weather haha bro aint even hood yet alreadi got hoe tri say town
1,hunninck bitch eh hahah
1,cant stand peopl get fuck amp especi whini bitch even get scare
1,nigga fuck plano school go hard bitch way better richardson
1,lucki sensibl ive never fag drug im pleas statist yes beer
1,anoth black man doe anyth onc monkey alway monkey chicago idiot
1,03 idk got ta think caus bitch small shit
1,03 ugli ass pictur thank bitch
1,might one dont bitch
1,couldnt care less bitch
1,fck dem bitch alway got sum shit wit
